,league,player_id,salary,season,season_end,season_start,team,career_AST,career_FG%,career_FG3%,career_FT%,career_G,career_PER,career_PTS,career_TRB,career_WS,career_eFG%,draft_year,height,position,shoots,weight
3046,NBA,farmajo01,3750000,2010-11,2011,2010,New Jersey Nets,2.9,42.3,37.4,73.9,504,13.3,7.7,1.9,13.9,50.7,2006,6-2,Point Guard,Right,180.0
3047,NBA,farmajo01,4000000,2011-12,2012,2011,New Jersey Nets,2.9,42.3,37.4,73.9,504,13.3,7.7,1.9,13.9,50.7,2006,6-2,Point Guard,Right,180.0
3048,NBA,farmajo01,1500000,2012-13,2013,2012,Atlanta Hawks,2.9,42.3,37.4,73.9,504,13.3,7.7,1.9,13.9,50.7,2006,6-2,Point Guard,Right,180.0
3049,NBA,farmajo01,1106941,2013-14,2014,2013,Los Angeles Lakers,2.9,42.3,37.4,73.9,504,13.3,7.7,1.9,13.9,50.7,2006,6-2,Point Guard,Right,180.0
3050,NBA,farmajo01,2077000,2014-15,2015,2014,Los Angeles Clippers,2.9,42.3,37.4,73.9,504,13.3,7.7,1.9,13.9,50.7,2006,6-2,Point Guard,Right,180.0
3051,NBA,farmajo01,191456,2015-16,2016,2015,Memphis Grizzlies,2.9,42.3,37.4,73.9,504,13.3,7.7,1.9,13.9,50.7,2006,6-2,Point Guard,Right,180.0
3052,NBA,farmajo01,510921,2016-17,2017,2016,Los Angeles Clippers,2.9,42.3,37.4,73.9,504,13.3,7.7,1.9,13.9,50.7,2006,6-2,Point Guard,Right,180.0
3053,NBA,farmajo01,82979,2016-17,2017,2016,Sacramento Kings,2.9,42.3,37.4,73.9,504,13.3,7.7,1.9,13.9,50.7,2006,6-2,Point Guard,Right,180.0
3054,NBA,farmajo01,510921,2017-18,2018,2017,Los Angeles Clippers,2.9,42.3,37.4,73.9,504,13.3,7.7,1.9,13.9,50.7,2006,6-2,Point Guard,Right,180.0
3055,NBA,farmeji01,175000,1987-88,1988,1987,Dallas Mavericks,0.8,42.8,28.2,73.0,136,10.9,5.3,1.4,0.7,44.5,1987,6-4,Shooting Guard,Right,190.0
3056,NBA,favorde01,4133280,2010-11,2011,2010,Utah Jazz,1.1,52.5,21.0,66.4,632,18.9,11.6,7.2,49.5,52.8,2010,6-10,Center and Power Forward,Right,265.0
3057,NBA,favorde01,4443360,2011-12,2012,2011,Utah Jazz,1.1,52.5,21.0,66.4,632,18.9,11.6,7.2,49.5,52.8,2010,6-10,Center and Power Forward,Right,265.0
3058,NBA,favorde01,4753320,2012-13,2013,2012,Utah Jazz,1.1,52.5,21.0,66.4,632,18.9,11.6,7.2,49.5,52.8,2010,6-10,Center and Power Forward,Right,265.0
3059,NBA,favorde01,6008196,2013-14,2014,2013,Utah Jazz,1.1,52.5,21.0,66.4,632,18.9,11.6,7.2,49.5,52.8,2010,6-10,Center and Power Forward,Right,265.0
3060,NBA,favorde01,12833333,2014-15,2015,2014,Utah Jazz,1.1,52.5,21.0,66.4,632,18.9,11.6,7.2,49.5,52.8,2010,6-10,Center and Power Forward,Right,265.0
3061,NBA,favorde01,11933333,2015-16,2016,2015,Utah Jazz,1.1,52.5,21.0,66.4,632,18.9,11.6,7.2,49.5,52.8,2010,6-10,Center and Power Forward,Right,265.0
3062,NBA,favorde01,11050000,2016-17,2017,2016,Utah Jazz,1.1,52.5,21.0,66.4,632,18.9,11.6,7.2,49.5,52.8,2010,6-10,Center and Power Forward,Right,265.0
3063,NBA,favorde01,12000000,2017-18,2018,2017,Utah Jazz,1.1,52.5,21.0,66.4,632,18.9,11.6,7.2,49.5,52.8,2010,6-10,Center and Power Forward,Right,265.0
3064,NBA,fazekni01,427163,2007-08,2008,2007,Dallas Mavericks,0.4,56.1,0.0,68.2,26,19.6,4.1,3.4,0.8,56.1,2007,6-11,Power Forward,Right,235.0
3065,NBA,feickja01,272250,1997-98,1998,1997,Milwaukee Bucks,0.7,42.4,40.0,62.9,201,12.4,4.5,7.1,8.2,43.2,1996,6-9,Power Forward and Center,Right,255.0
3066,NBA,feickja01,425000,1998-99,1999,1998,New Jersey Nets,0.7,42.4,40.0,62.9,201,12.4,4.5,7.1,8.2,43.2,1996,6-9,Power Forward and Center,Right,255.0
3067,NBA,feickja01,2000000,1999-00,2000,1999,New Jersey Nets,0.7,42.4,40.0,62.9,201,12.4,4.5,7.1,8.2,43.2,1996,6-9,Power Forward and Center,Right,255.0
3068,NBA,feickja01,2200000,2000-01,2001,2000,New Jersey Nets,0.7,42.4,40.0,62.9,201,12.4,4.5,7.1,8.2,43.2,1996,6-9,Power Forward and Center,Right,255.0
3069,NBA,feickja01,2400000,2001-02,2002,2001,New Jersey Nets,0.7,42.4,40.0,62.9,201,12.4,4.5,7.1,8.2,43.2,1996,6-9,Power Forward and Center,Right,255.0
3070,NBA,feickja01,2600000,2002-03,2003,2002,New Jersey Nets,0.7,42.4,40.0,62.9,201,12.4,4.5,7.1,8.2,43.2,1996,6-9,Power Forward and Center,Right,255.0
3071,NBA,feitlda01,124700,1987-88,1988,1987,Golden State Warriors,0.5,43.3,0.0,75.1,275,9.8,4.3,3.0,1.4,43.3,1986,6-11,Center,Right,235.0
3072,NBA,feitlda01,134000,1988-89,1989,1988,Washington Bullets,0.5,43.3,0.0,75.1,275,9.8,4.3,3.0,1.4,43.3,1986,6-11,Center,Right,235.0
3073,NBA,feitlda01,275000,1990-91,1991,1990,Houston Rockets,0.5,43.3,0.0,75.1,275,9.8,4.3,3.0,1.4,43.3,1986,6-11,Center,Right,235.0
3074,NBA,feitlda01,135000,1991-92,1992,1991,New Jersey Nets,0.5,43.3,0.0,75.1,275,9.8,4.3,3.0,1.4,43.3,1986,6-11,Center,Right,235.0
3075,NBA,felixca01,816482,2014-15,2015,2014,Utah Jazz,0.6,50.0,40.0,75.0,7,13.3,2.7,0.9,0.0,57.1,2013,6-6,Shooting Guard,Right,201.0
3076,NBA,felixca01,140902,2017-18,2018,2017,Washington Wizards,0.6,50.0,40.0,75.0,7,13.3,2.7,0.9,0.0,57.1,2013,6-6,Shooting Guard,Right,201.0
3077,NBA,feltora01,2847360,2005-06,2006,2005,Charlotte Bobcats,5.2,41.2,32.9,79.0,971,13.8,11.2,3.0,40.2,45.9,2005,6-1,Point Guard and Shooting Guard,Right,205.0
3078,NBA,feltora01,3060840,2006-07,2007,2006,Charlotte Bobcats,5.2,41.2,32.9,79.0,971,13.8,11.2,3.0,40.2,45.9,2005,6-1,Point Guard and Shooting Guard,Right,205.0
3079,NBA,feltora01,3274440,2007-08,2008,2007,Charlotte Bobcats,5.2,41.2,32.9,79.0,971,13.8,11.2,3.0,40.2,45.9,2005,6-1,Point Guard and Shooting Guard,Right,205.0
3080,NBA,feltora01,4148716,2008-09,2009,2008,Charlotte Bobcats,5.2,41.2,32.9,79.0,971,13.8,11.2,3.0,40.2,45.9,2005,6-1,Point Guard and Shooting Guard,Right,205.0
3081,NBA,feltora01,5501196,2009-10,2010,2009,Charlotte Bobcats,5.2,41.2,32.9,79.0,971,13.8,11.2,3.0,40.2,45.9,2005,6-1,Point Guard and Shooting Guard,Right,205.0
3082,NBA,feltora01,7500000,2010-11,2011,2010,Denver Nuggets,5.2,41.2,32.9,79.0,971,13.8,11.2,3.0,40.2,45.9,2005,6-1,Point Guard and Shooting Guard,Right,205.0
3083,NBA,feltora01,7560000,2011-12,2012,2011,Portland Trail Blazers,5.2,41.2,32.9,79.0,971,13.8,11.2,3.0,40.2,45.9,2005,6-1,Point Guard and Shooting Guard,Right,205.0
3084,NBA,feltora01,3480453,2012-13,2013,2012,New York Knicks,5.2,41.2,32.9,79.0,971,13.8,11.2,3.0,40.2,45.9,2005,6-1,Point Guard and Shooting Guard,Right,205.0
3085,NBA,feltora01,3637073,2013-14,2014,2013,New York Knicks,5.2,41.2,32.9,79.0,971,13.8,11.2,3.0,40.2,45.9,2005,6-1,Point Guard and Shooting Guard,Right,205.0
3086,NBA,feltora01,3793693,2014-15,2015,2014,Dallas Mavericks,5.2,41.2,32.9,79.0,971,13.8,11.2,3.0,40.2,45.9,2005,6-1,Point Guard and Shooting Guard,Right,205.0
3087,NBA,feltora01,3950313,2015-16,2016,2015,Dallas Mavericks,5.2,41.2,32.9,79.0,971,13.8,11.2,3.0,40.2,45.9,2005,6-1,Point Guard and Shooting Guard,Right,205.0
3088,NBA,feltora01,1551659,2016-17,2017,2016,Los Angeles Clippers,5.2,41.2,32.9,79.0,971,13.8,11.2,3.0,40.2,45.9,2005,6-1,Point Guard and Shooting Guard,Right,205.0
3089,NBA,feltora01,1471382,2017-18,2018,2017,Oklahoma City Thunder,5.2,41.2,32.9,79.0,971,13.8,11.2,3.0,40.2,45.9,2005,6-1,Point Guard and Shooting Guard,Right,205.0
3090,NBA,ferrero01,100000,1988-89,1989,1988,Portland Trail Blazers,0.1,5.6,0.0,87.5,12,-7.6,0.8,1.1,-0.2,5.6,1988,7-1,Center,Right,240.0
3091,NBA,ferryda01,2640000,1990-91,1991,1990,Cleveland Cavaliers,1.3,44.6,39.3,84.0,917,11.8,7.0,2.8,34.8,50.6,1989,6-10,Small Forward and Power Forward,Right,230.0
3092,NBA,ferryda01,2843000,1991-92,1992,1991,Cleveland Cavaliers,1.3,44.6,39.3,84.0,917,11.8,7.0,2.8,34.8,50.6,1989,6-10,Small Forward and Power Forward,Right,230.0
3093,NBA,ferryda01,3143000,1992-93,1993,1992,Cleveland Cavaliers,1.3,44.6,39.3,84.0,917,11.8,7.0,2.8,34.8,50.6,1989,6-10,Small Forward and Power Forward,Right,230.0
3094,NBA,ferryda01,3543000,1993-94,1994,1993,Cleveland Cavaliers,1.3,44.6,39.3,84.0,917,11.8,7.0,2.8,34.8,50.6,1989,6-10,Small Forward and Power Forward,Right,230.0
3095,NBA,ferryda01,4042000,1994-95,1995,1994,Cleveland Cavaliers,1.3,44.6,39.3,84.0,917,11.8,7.0,2.8,34.8,50.6,1989,6-10,Small Forward and Power Forward,Right,230.0
3096,NBA,ferryda01,4643000,1995-96,1996,1995,Cleveland Cavaliers,1.3,44.6,39.3,84.0,917,11.8,7.0,2.8,34.8,50.6,1989,6-10,Small Forward and Power Forward,Right,230.0
3097,NBA,ferryda01,4643000,1996-97,1997,1996,Cleveland Cavaliers,1.3,44.6,39.3,84.0,917,11.8,7.0,2.8,34.8,50.6,1989,6-10,Small Forward and Power Forward,Right,230.0
3098,NBA,ferryda01,4000000,1997-98,1998,1997,Cleveland Cavaliers,1.3,44.6,39.3,84.0,917,11.8,7.0,2.8,34.8,50.6,1989,6-10,Small Forward and Power Forward,Right,230.0
3099,NBA,ferryda01,4000000,1998-99,1999,1998,Cleveland Cavaliers,1.3,44.6,39.3,84.0,917,11.8,7.0,2.8,34.8,50.6,1989,6-10,Small Forward and Power Forward,Right,230.0
3100,NBA,ferryda01,4000000,1999-00,2000,1999,Cleveland Cavaliers,1.3,44.6,39.3,84.0,917,11.8,7.0,2.8,34.8,50.6,1989,6-10,Small Forward and Power Forward,Right,230.0
3101,NBA,ferryda01,1200000,2000-01,2001,2000,San Antonio Spurs,1.3,44.6,39.3,84.0,917,11.8,7.0,2.8,34.8,50.6,1989,6-10,Small Forward and Power Forward,Right,230.0
3102,NBA,ferryda01,1000000,2001-02,2002,2001,San Antonio Spurs,1.3,44.6,39.3,84.0,917,11.8,7.0,2.8,34.8,50.6,1989,6-10,Small Forward and Power Forward,Right,230.0
3103,NBA,ferryda01,4546000,2002-03,2003,2002,San Antonio Spurs,1.3,44.6,39.3,84.0,917,11.8,7.0,2.8,34.8,50.6,1989,6-10,Small Forward and Power Forward,Right,230.0
3104,NBA,fieldke01,145000,1985-86,1986,1985,Milwaukee Bucks,1.0,47.4,18.8,73.3,184,11.7,6.2,2.5,4.2,47.5,1984,6-5,Small Forward,Right,220.0
3105,NBA,fieldla01,473604,2010-11,2011,2010,New York Knicks,1.6,47.3,33.2,66.6,255,12.1,6.8,4.3,10.5,51.5,2010,6-7,Shooting Guard and Small Forward,Right,210.0
3106,NBA,fieldla01,762195,2011-12,2012,2011,New York Knicks,1.6,47.3,33.2,66.6,255,12.1,6.8,4.3,10.5,51.5,2010,6-7,Shooting Guard and Small Forward,Right,210.0
3107,NBA,fieldla01,6250000,2012-13,2013,2012,Toronto Raptors,1.6,47.3,33.2,66.6,255,12.1,6.8,4.3,10.5,51.5,2010,6-7,Shooting Guard and Small Forward,Right,210.0
3108,NBA,fieldla01,6250000,2013-14,2014,2013,Toronto Raptors,1.6,47.3,33.2,66.6,255,12.1,6.8,4.3,10.5,51.5,2010,6-7,Shooting Guard and Small Forward,Right,210.0
3109,NBA,fieldla01,6250000,2014-15,2015,2014,Toronto Raptors,1.6,47.3,33.2,66.6,255,12.1,6.8,4.3,10.5,51.5,2010,6-7,Shooting Guard and Small Forward,Right,210.0
3110,NBA,finlemi01,628000,1995-96,1996,1995,Phoenix Suns,2.9,44.4,37.5,81.1,1103,16.0,15.7,4.4,85.2,49.2,1995,6-7,Small Forward and Shooting Guard,Right,215.0
3111,NBA,finlemi01,723000,1996-97,1997,1996,Dallas Mavericks,2.9,44.4,37.5,81.1,1103,16.0,15.7,4.4,85.2,49.2,1995,6-7,Small Forward and Shooting Guard,Right,215.0
3112,NBA,finlemi01,816840,1997-98,1998,1997,Dallas Mavericks,2.9,44.4,37.5,81.1,1103,16.0,15.7,4.4,85.2,49.2,1995,6-7,Small Forward and Shooting Guard,Right,215.0
3113,NBA,finlemi01,6000000,1998-99,1999,1998,Dallas Mavericks,2.9,44.4,37.5,81.1,1103,16.0,15.7,4.4,85.2,49.2,1995,6-7,Small Forward and Shooting Guard,Right,215.0
3114,NBA,finlemi01,7200000,1999-00,2000,1999,Dallas Mavericks,2.9,44.4,37.5,81.1,1103,16.0,15.7,4.4,85.2,49.2,1995,6-7,Small Forward and Shooting Guard,Right,215.0
3115,NBA,finlemi01,8400000,2000-01,2001,2000,Dallas Mavericks,2.9,44.4,37.5,81.1,1103,16.0,15.7,4.4,85.2,49.2,1995,6-7,Small Forward and Shooting Guard,Right,215.0
3116,NBA,finlemi01,10625000,2001-02,2002,2001,Dallas Mavericks,2.9,44.4,37.5,81.1,1103,16.0,15.7,4.4,85.2,49.2,1995,6-7,Small Forward and Shooting Guard,Right,215.0
