,league,player_id,salary,season,season_end,season_start,team,career_AST,career_FG%,career_FG3%,career_FT%,career_G,career_PER,career_PTS,career_TRB,career_WS,career_eFG%,draft_year,height,position,shoots,weight
5267,NBA,kaponja01,6212960,2009-10,2010,2009,Philadelphia 76ers,0.8,44.2,43.4,83.5,509,10.5,6.7,1.7,10.3,51.7,2003,6-8,Small Forward and Shooting Guard,Right,213.0
5268,NBA,kaponja01,6641440,2010-11,2011,2010,Philadelphia 76ers,0.8,44.2,43.4,83.5,509,10.5,6.7,1.7,10.3,51.7,2003,6-8,Small Forward and Shooting Guard,Right,213.0
5269,NBA,kaponja01,1223166,2011-12,2012,2011,Los Angeles Lakers,0.8,44.2,43.4,83.5,509,10.5,6.7,1.7,10.3,51.7,2003,6-8,Small Forward and Shooting Guard,Right,213.0
5270,NBA,kaunsa01,1300000,2015-16,2016,2015,Cleveland Cavaliers,0.1,52.9,0.0,45.5,25,12.5,0.9,1.0,0.2,52.9,2008,6-11,Center,Right,260.0
5271,NBA,kaunsa01,1333420,2016-17,2017,2016,Philadelphia 76ers,0.1,52.9,0.0,45.5,25,12.5,0.9,1.0,0.2,52.9,2008,6-11,Center,Right,260.0
5272,NBA,keefead01,1000000,1992-93,1993,1992,Atlanta Hawks,0.7,50.2,7.1,71.4,617,12.9,5.0,4.1,24.9,50.2,1992,6-9,Center and Power Forward and Small Forward,Right,230.0
5273,NBA,keefead01,1200000,1993-94,1994,1993,Atlanta Hawks,0.7,50.2,7.1,71.4,617,12.9,5.0,4.1,24.9,50.2,1992,6-9,Center and Power Forward and Small Forward,Right,230.0
5274,NBA,keefead01,1500000,1994-95,1995,1994,Utah Jazz,0.7,50.2,7.1,71.4,617,12.9,5.0,4.1,24.9,50.2,1992,6-9,Center and Power Forward and Small Forward,Right,230.0
5275,NBA,keefead01,1650000,1995-96,1996,1995,Utah Jazz,0.7,50.2,7.1,71.4,617,12.9,5.0,4.1,24.9,50.2,1992,6-9,Center and Power Forward and Small Forward,Right,230.0
5276,NBA,keefead01,1950000,1996-97,1997,1996,Utah Jazz,0.7,50.2,7.1,71.4,617,12.9,5.0,4.1,24.9,50.2,1992,6-9,Center and Power Forward and Small Forward,Right,230.0
5277,NBA,keefead01,2300000,1997-98,1998,1997,Utah Jazz,0.7,50.2,7.1,71.4,617,12.9,5.0,4.1,24.9,50.2,1992,6-9,Center and Power Forward and Small Forward,Right,230.0
5278,NBA,keefead01,2650000,1998-99,1999,1998,Utah Jazz,0.7,50.2,7.1,71.4,617,12.9,5.0,4.1,24.9,50.2,1992,6-9,Center and Power Forward and Small Forward,Right,230.0
5279,NBA,keefead01,3000000,1999-00,2000,1999,Utah Jazz,0.7,50.2,7.1,71.4,617,12.9,5.0,4.1,24.9,50.2,1992,6-9,Center and Power Forward and Small Forward,Right,230.0
5280,NBA,keefead01,3390000,2000-01,2001,2000,Golden State Warriors,0.7,50.2,7.1,71.4,617,12.9,5.0,4.1,24.9,50.2,1992,6-9,Center and Power Forward and Small Forward,Right,230.0
5281,NBA,kelleri01,200000,1985-86,1986,1985,Sacramento Kings,2.6,48.8,0.0,78.3,814,15.0,7.6,7.0,42.5,48.8,1975,7-0,Center,Right,235.0
5282,NBA,kellocl01,406000,1984-85,1985,1984,Indiana Pacers,2.9,49.7,33.8,75.7,260,19.3,18.9,9.5,20.9,50.0,1982,6-7,Power Forward,Right,225.0
5283,NBA,kellocl01,476000,1985-86,1986,1985,Indiana Pacers,2.9,49.7,33.8,75.7,260,19.3,18.9,9.5,20.9,50.0,1982,6-7,Power Forward,Right,225.0
5284,NBA,kellocl01,516000,1986-87,1987,1986,Indiana Pacers,2.9,49.7,33.8,75.7,260,19.3,18.9,9.5,20.9,50.0,1982,6-7,Power Forward,Right,225.0
5285,NBA,kellyry01,1650000,2014-15,2015,2014,Los Angeles Lakers,1.3,37.8,31.6,79.7,163,10.5,6.0,3.1,3.0,43.8,2013,6-11,Power Forward,Right,230.0
5286,NBA,kellyry01,1724250,2015-16,2016,2015,Los Angeles Lakers,1.3,37.8,31.6,79.7,163,10.5,6.0,3.1,3.0,43.8,2013,6-11,Power Forward,Right,230.0
5287,NBA,kellyry01,418228,2016-17,2017,2016,Atlanta Hawks,1.3,37.8,31.6,79.7,163,10.5,6.0,3.1,3.0,43.8,2013,6-11,Power Forward,Right,230.0
5288,NBA,kempsh01,350000,1990-91,1991,1990,Seattle SuperSonics,1.6,48.8,27.7,74.1,1051,19.1,14.6,8.4,89.5,49.0,1989,6-10,Center and Power Forward,Right,230.0
5289,NBA,kempsh01,430000,1991-92,1992,1991,Seattle SuperSonics,1.6,48.8,27.7,74.1,1051,19.1,14.6,8.4,89.5,49.0,1989,6-10,Center and Power Forward,Right,230.0
5290,NBA,kempsh01,650000,1992-93,1993,1992,Seattle SuperSonics,1.6,48.8,27.7,74.1,1051,19.1,14.6,8.4,89.5,49.0,1989,6-10,Center and Power Forward,Right,230.0
5291,NBA,kempsh01,750000,1993-94,1994,1993,Seattle SuperSonics,1.6,48.8,27.7,74.1,1051,19.1,14.6,8.4,89.5,49.0,1989,6-10,Center and Power Forward,Right,230.0
5292,NBA,kempsh01,1000000,1994-95,1995,1994,Seattle SuperSonics,1.6,48.8,27.7,74.1,1051,19.1,14.6,8.4,89.5,49.0,1989,6-10,Center and Power Forward,Right,230.0
5293,NBA,kempsh01,3000000,1995-96,1996,1995,Seattle SuperSonics,1.6,48.8,27.7,74.1,1051,19.1,14.6,8.4,89.5,49.0,1989,6-10,Center and Power Forward,Right,230.0
5294,NBA,kempsh01,3300000,1996-97,1997,1996,Seattle SuperSonics,1.6,48.8,27.7,74.1,1051,19.1,14.6,8.4,89.5,49.0,1989,6-10,Center and Power Forward,Right,230.0
5295,NBA,kempsh01,8600000,1997-98,1998,1997,Cleveland Cavaliers,1.6,48.8,27.7,74.1,1051,19.1,14.6,8.4,89.5,49.0,1989,6-10,Center and Power Forward,Right,230.0
5296,NBA,kempsh01,9740000,1998-99,1999,1998,Cleveland Cavaliers,1.6,48.8,27.7,74.1,1051,19.1,14.6,8.4,89.5,49.0,1989,6-10,Center and Power Forward,Right,230.0
5297,NBA,kempsh01,10780000,1999-00,2000,1999,Cleveland Cavaliers,1.6,48.8,27.7,74.1,1051,19.1,14.6,8.4,89.5,49.0,1989,6-10,Center and Power Forward,Right,230.0
5298,NBA,kempsh01,11720000,2000-01,2001,2000,Portland Trail Blazers,1.6,48.8,27.7,74.1,1051,19.1,14.6,8.4,89.5,49.0,1989,6-10,Center and Power Forward,Right,230.0
5299,NBA,kempsh01,12660000,2001-02,2002,2001,Portland Trail Blazers,1.6,48.8,27.7,74.1,1051,19.1,14.6,8.4,89.5,49.0,1989,6-10,Center and Power Forward,Right,230.0
5300,NBA,kempsh01,12621028,2002-03,2003,2002,Portland Trail Blazers,1.6,48.8,27.7,74.1,1051,19.1,14.6,8.4,89.5,49.0,1989,6-10,Center and Power Forward,Right,230.0
5301,NBA,kempsh01,1030000,2002-03,2003,2002,Orlando Magic,1.6,48.8,27.7,74.1,1051,19.1,14.6,8.4,89.5,49.0,1989,6-10,Center and Power Forward,Right,230.0
5302,NBA,kempsh01,14941935,2003-04,2004,2003,Portland Trail Blazers,1.6,48.8,27.7,74.1,1051,19.1,14.6,8.4,89.5,49.0,1989,6-10,Center and Power Forward,Right,230.0
5303,NBA,kemptti01,125000,1988-89,1989,1988,Charlotte Hornets,1.1,48.1,0.0,67.7,280,9.8,4.5,2.8,3.3,48.1,1986,6-10,Power Forward,Right,245.0
5304,NBA,kemptti01,500000,1992-93,1993,1992,Phoenix Suns,1.1,48.1,0.0,67.7,280,9.8,4.5,2.8,3.3,48.1,1986,6-10,Power Forward,Right,245.0
5305,NBA,kemptti01,650000,1993-94,1994,1993,Phoenix Suns,1.1,48.1,0.0,67.7,280,9.8,4.5,2.8,3.3,48.1,1986,6-10,Power Forward,Right,245.0
5306,NBA,kemptti01,272250,1997-98,1998,1997,Orlando Magic,1.1,48.1,0.0,67.7,280,9.8,4.5,2.8,3.3,48.1,1986,6-10,Power Forward,Right,245.0
5307,NBA,kennalu01,2759280,2017-18,2018,2017,Detroit Pistons,1.8,44.1,40.3,84.7,136,12.0,8.6,2.6,5.1,53.6,2017,6-5,Shooting Guard,Left,206.0
5308,NBA,kerrst01,100000,1988-89,1989,1988,Phoenix Suns,1.8,47.9,45.4,86.4,910,13.1,6.0,1.2,47.2,56.4,1988,6-3,Shooting Guard and Point Guard,Right,175.0
5309,NBA,kerrst01,548000,1990-91,1991,1990,Cleveland Cavaliers,1.8,47.9,45.4,86.4,910,13.1,6.0,1.2,47.2,56.4,1988,6-3,Shooting Guard and Point Guard,Right,175.0
5310,NBA,kerrst01,553000,1991-92,1992,1991,Cleveland Cavaliers,1.8,47.9,45.4,86.4,910,13.1,6.0,1.2,47.2,56.4,1988,6-3,Shooting Guard and Point Guard,Right,175.0
5311,NBA,kerrst01,550000,1992-93,1993,1992,Orlando Magic,1.8,47.9,45.4,86.4,910,13.1,6.0,1.2,47.2,56.4,1988,6-3,Shooting Guard and Point Guard,Right,175.0
5312,NBA,kerrst01,150000,1993-94,1994,1993,Chicago Bulls,1.8,47.9,45.4,86.4,910,13.1,6.0,1.2,47.2,56.4,1988,6-3,Shooting Guard and Point Guard,Right,175.0
5313,NBA,kerrst01,620000,1994-95,1995,1994,Chicago Bulls,1.8,47.9,45.4,86.4,910,13.1,6.0,1.2,47.2,56.4,1988,6-3,Shooting Guard and Point Guard,Right,175.0
5314,NBA,kerrst01,800000,1995-96,1996,1995,Chicago Bulls,1.8,47.9,45.4,86.4,910,13.1,6.0,1.2,47.2,56.4,1988,6-3,Shooting Guard and Point Guard,Right,175.0
5315,NBA,kerrst01,750000,1996-97,1997,1996,Chicago Bulls,1.8,47.9,45.4,86.4,910,13.1,6.0,1.2,47.2,56.4,1988,6-3,Shooting Guard and Point Guard,Right,175.0
5316,NBA,kerrst01,750000,1997-98,1998,1997,Chicago Bulls,1.8,47.9,45.4,86.4,910,13.1,6.0,1.2,47.2,56.4,1988,6-3,Shooting Guard and Point Guard,Right,175.0
5317,NBA,kerrst01,1774000,1998-99,1999,1998,San Antonio Spurs,1.8,47.9,45.4,86.4,910,13.1,6.0,1.2,47.2,56.4,1988,6-3,Shooting Guard and Point Guard,Right,175.0
5318,NBA,kerrst01,1968750,1999-00,2000,1999,San Antonio Spurs,1.8,47.9,45.4,86.4,910,13.1,6.0,1.2,47.2,56.4,1988,6-3,Shooting Guard and Point Guard,Right,175.0
5319,NBA,kerrst01,2200000,2000-01,2001,2000,San Antonio Spurs,1.8,47.9,45.4,86.4,910,13.1,6.0,1.2,47.2,56.4,1988,6-3,Shooting Guard and Point Guard,Right,175.0
5320,NBA,kerrst01,2406250,2001-02,2002,2001,Portland Trail Blazers,1.8,47.9,45.4,86.4,910,13.1,6.0,1.2,47.2,56.4,1988,6-3,Shooting Guard and Point Guard,Right,175.0
5321,NBA,kerrst01,2625000,2002-03,2003,2002,San Antonio Spurs,1.8,47.9,45.4,86.4,910,13.1,6.0,1.2,47.2,56.4,1988,6-3,Shooting Guard and Point Guard,Right,175.0
5322,NBA,kerseje01,100000,1985-86,1986,1985,Portland Trail Blazers,1.9,46.5,20.1,69.0,1153,14.9,10.3,5.5,69.5,46.7,1984,6-7,Small Forward,Right,215.0
5323,NBA,kerseje01,190000,1987-88,1988,1987,Portland Trail Blazers,1.9,46.5,20.1,69.0,1153,14.9,10.3,5.5,69.5,46.7,1984,6-7,Small Forward,Right,215.0
5324,NBA,kerseje01,451000,1988-89,1989,1988,Portland Trail Blazers,1.9,46.5,20.1,69.0,1153,14.9,10.3,5.5,69.5,46.7,1984,6-7,Small Forward,Right,215.0
5325,NBA,kerseje01,550000,1990-91,1991,1990,Portland Trail Blazers,1.9,46.5,20.1,69.0,1153,14.9,10.3,5.5,69.5,46.7,1984,6-7,Small Forward,Right,215.0
5326,NBA,kerseje01,561000,1991-92,1992,1991,Portland Trail Blazers,1.9,46.5,20.1,69.0,1153,14.9,10.3,5.5,69.5,46.7,1984,6-7,Small Forward,Right,215.0
5327,NBA,kerseje01,2655000,1992-93,1993,1992,Portland Trail Blazers,1.9,46.5,20.1,69.0,1153,14.9,10.3,5.5,69.5,46.7,1984,6-7,Small Forward,Right,215.0
5328,NBA,kerseje01,2940000,1993-94,1994,1993,Portland Trail Blazers,1.9,46.5,20.1,69.0,1153,14.9,10.3,5.5,69.5,46.7,1984,6-7,Small Forward,Right,215.0
5329,NBA,kerseje01,3608000,1994-95,1995,1994,Portland Trail Blazers,1.9,46.5,20.1,69.0,1153,14.9,10.3,5.5,69.5,46.7,1984,6-7,Small Forward,Right,215.0
5330,NBA,kerseje01,255000,1995-96,1996,1995,Golden State Warriors,1.9,46.5,20.1,69.0,1153,14.9,10.3,5.5,69.5,46.7,1984,6-7,Small Forward,Right,215.0
5331,NBA,kerseje01,247500,1996-97,1997,1996,Los Angeles Lakers,1.9,46.5,20.1,69.0,1153,14.9,10.3,5.5,69.5,46.7,1984,6-7,Small Forward,Right,215.0
5332,NBA,kerseje01,500000,1997-98,1998,1997,Seattle SuperSonics,1.9,46.5,20.1,69.0,1153,14.9,10.3,5.5,69.5,46.7,1984,6-7,Small Forward,Right,215.0
5333,NBA,kerseje01,1000000,1998-99,1999,1998,San Antonio Spurs,1.9,46.5,20.1,69.0,1153,14.9,10.3,5.5,69.5,46.7,1984,6-7,Small Forward,Right,215.0
5334,NBA,kerseje01,1000000,1999-00,2000,1999,San Antonio Spurs,1.9,46.5,20.1,69.0,1153,14.9,10.3,5.5,69.5,46.7,1984,6-7,Small Forward,Right,215.0
5335,NBA,kerseje01,1000000,2000-01,2001,2000,Milwaukee Bucks,1.9,46.5,20.1,69.0,1153,14.9,10.3,5.5,69.5,46.7,1984,6-7,Small Forward,Right,215.0
5336,NBA,kesslal01,1600000,1990-91,1991,1990,Miami Heat,0.4,42.6,41.7,74.4,210,9.6,5.2,3.6,2.0,43.1,1990,6-11,Center and Power Forward,Right,230.0
5337,NBA,kesslal01,1122000,1991-92,1992,1991,Miami Heat,0.4,42.6,41.7,74.4,210,9.6,5.2,3.6,2.0,43.1,1990,6-11,Center and Power Forward,Right,230.0
5338,NBA,kesslal01,762000,1992-93,1993,1992,Miami Heat,0.4,42.6,41.7,74.4,210,9.6,5.2,3.6,2.0,43.1,1990,6-11,Center and Power Forward,Right,230.0
5339,NBA,kesslal01,922000,1993-94,1994,1993,Miami Heat,0.4,42.6,41.7,74.4,210,9.6,5.2,3.6,2.0,43.1,1990,6-11,Center and Power Forward,Right,230.0
5340,NBA,kesslal01,1402000,1994-95,1995,1994,Miami Heat,0.4,42.6,41.7,74.4,210,9.6,5.2,3.6,2.0,43.1,1990,6-11,Center and Power Forward,Right,230.0
5341,NBA,ketnela01,92338,1999-00,2000,1999,Chicago Bulls,0.1,40.6,0.0,66.7,25,6.2,1.4,1.4,0.0,40.6,1999,6-9,Power Forward,Right,277.0
5342,NBA,ketnela01,423500,2000-01,2001,2000,Indiana Pacers,0.1,40.6,0.0,66.7,25,6.2,1.4,1.4,0.0,40.6,1999,6-9,Power Forward,Right,277.0
5343,NBA,keysra01,250000,1988-89,1989,1988,Cleveland Cavaliers,0.8,42.5,27.2,72.1,241,10.3,5.2,2.3,2.3,44.1,1988,6-7,Small Forward,Right,195.0
5344,NBA,keysra01,322000,1990-91,1991,1990,Charlotte Hornets,0.8,42.5,27.2,72.1,241,10.3,5.2,2.3,2.3,44.1,1988,6-7,Small Forward,Right,195.0
5345,NBA,keysra01,363000,1995-96,1996,1995,Milwaukee Bucks,0.8,42.5,27.2,72.1,241,10.3,5.2,2.3,2.3,44.1,1988,6-7,Small Forward,Right,195.0
5346,NBA,kiddja01,2770800,1994-95,1995,1994,Dallas Mavericks,8.7,40.0,34.9,78.5,1391,17.9,12.6,6.3,138.6,46.4,1994,6-4,Shooting Guard and Point Guard,Right,205.0
5347,NBA,kiddja01,3588000,1995-96,1996,1995,Dallas Mavericks,8.7,40.0,34.9,78.5,1391,17.9,12.6,6.3,138.6,46.4,1994,6-4,Shooting Guard and Point Guard,Right,205.0
5348,NBA,kiddja01,4408000,1996-97,1997,1996,Phoenix Suns,8.7,40.0,34.9,78.5,1391,17.9,12.6,6.3,138.6,46.4,1994,6-4,Shooting Guard and Point Guard,Right,205.0
5349,NBA,kiddja01,5223333,1997-98,1998,1997,Phoenix Suns,8.7,40.0,34.9,78.5,1391,17.9,12.6,6.3,138.6,46.4,1994,6-4,Shooting Guard and Point Guard,Right,205.0
5350,NBA,kiddja01,6041000,1998-99,1999,1998,Phoenix Suns,8.7,40.0,34.9,78.5,1391,17.9,12.6,6.3,138.6,46.4,1994,6-4,Shooting Guard and Point Guard,Right,205.0
5351,NBA,kiddja01,6858335,1999-00,2000,1999,Phoenix Suns,8.7,40.0,34.9,78.5,1391,17.9,12.6,6.3,138.6,46.4,1994,6-4,Shooting Guard and Point Guard,Right,205.0
5352,NBA,kiddja01,7680000,2000-01,2001,2000,Phoenix Suns,8.7,40.0,34.9,78.5,1391,17.9,12.6,6.3,138.6,46.4,1994,6-4,Shooting Guard and Point Guard,Right,205.0
5353,NBA,kiddja01,8447500,2001-02,2002,2001,New Jersey Nets,8.7,40.0,34.9,78.5,1391,17.9,12.6,6.3,138.6,46.4,1994,6-4,Shooting Guard and Point Guard,Right,205.0
5354,NBA,kiddja01,9265000,2002-03,2003,2002,New Jersey Nets,8.7,40.0,34.9,78.5,1391,17.9,12.6,6.3,138.6,46.4,1994,6-4,Shooting Guard and Point Guard,Right,205.0
5355,NBA,kiddja01,13152000,2003-04,2004,2003,New Jersey Nets,8.7,40.0,34.9,78.5,1391,17.9,12.6,6.3,138.6,46.4,1994,6-4,Shooting Guard and Point Guard,Right,205.0
5356,NBA,kiddja01,14796000,2004-05,2005,2004,New Jersey Nets,8.7,40.0,34.9,78.5,1391,17.9,12.6,6.3,138.6,46.4,1994,6-4,Shooting Guard and Point Guard,Right,205.0
5357,NBA,kiddja01,16440000,2005-06,2006,2005,New Jersey Nets,8.7,40.0,34.9,78.5,1391,17.9,12.6,6.3,138.6,46.4,1994,6-4,Shooting Guard and Point Guard,Right,205.0
5358,NBA,kiddja01,18084000,2006-07,2007,2006,New Jersey Nets,8.7,40.0,34.9,78.5,1391,17.9,12.6,6.3,138.6,46.4,1994,6-4,Shooting Guard and Point Guard,Right,205.0
5359,NBA,kiddja01,19728000,2007-08,2008,2007,Dallas Mavericks,8.7,40.0,34.9,78.5,1391,17.9,12.6,6.3,138.6,46.4,1994,6-4,Shooting Guard and Point Guard,Right,205.0
5360,NBA,kiddja01,21372000,2008-09,2009,2008,Dallas Mavericks,8.7,40.0,34.9,78.5,1391,17.9,12.6,6.3,138.6,46.4,1994,6-4,Shooting Guard and Point Guard,Right,205.0
5361,NBA,kiddja01,8000000,2009-10,2010,2009,Dallas Mavericks,8.7,40.0,34.9,78.5,1391,17.9,12.6,6.3,138.6,46.4,1994,6-4,Shooting Guard and Point Guard,Right,205.0
5362,NBA,kiddja01,8610500,2010-11,2011,2010,Dallas Mavericks,8.7,40.0,34.9,78.5,1391,17.9,12.6,6.3,138.6,46.4,1994,6-4,Shooting Guard and Point Guard,Right,205.0
5363,NBA,kiddja01,10121000,2011-12,2012,2011,Dallas Mavericks,8.7,40.0,34.9,78.5,1391,17.9,12.6,6.3,138.6,46.4,1994,6-4,Shooting Guard and Point Guard,Right,205.0
5364,NBA,kiddja01,3090000,2012-13,2013,2012,New York Knicks,8.7,40.0,34.9,78.5,1391,17.9,12.6,6.3,138.6,46.4,1994,6-4,Shooting Guard and Point Guard,Right,205.0
5365,NBA,kiddgmi01,4602720,2012-13,2013,2012,Charlotte Bobcats,1.2,47.7,27.7,71.4,421,13.7,8.8,5.6,21.2,48.1,2012,6-7,Small Forward and Power Forward,Right,232.0
5366,NBA,kiddgmi01,4809840,2013-14,2014,2013,Charlotte Bobcats,1.2,47.7,27.7,71.4,421,13.7,8.8,5.6,21.2,48.1,2012,6-7,Small Forward and Power Forward,Right,232.0
5367,NBA,kiddgmi01,5016960,2014-15,2015,2014,Charlotte Hornets,1.2,47.7,27.7,71.4,421,13.7,8.8,5.6,21.2,48.1,2012,6-7,Small Forward and Power Forward,Right,232.0
5368,NBA,kiddgmi01,6331404,2015-16,2016,2015,Charlotte Hornets,1.2,47.7,27.7,71.4,421,13.7,8.8,5.6,21.2,48.1,2012,6-7,Small Forward and Power Forward,Right,232.0
5369,NBA,kiddgmi01,13000000,2016-17,2017,2016,Charlotte Hornets,1.2,47.7,27.7,71.4,421,13.7,8.8,5.6,21.2,48.1,2012,6-7,Small Forward and Power Forward,Right,232.0
5370,NBA,kiddgmi01,13000000,2017-18,2018,2017,Charlotte Hornets,1.2,47.7,27.7,71.4,421,13.7,8.8,5.6,21.2,48.1,2012,6-7,Small Forward and Power Forward,Right,232.0
5371,NBA,kimblbo01,950000,1990-91,1991,1990,Los Angeles Clippers,0.9,38.6,29.1,72.8,105,8.1,5.5,1.5,0.1,40.8,1990,6-4,Shooting Guard,Right,190.0
5372,NBA,kimblbo01,1150000,1991-92,1992,1991,Los Angeles Clippers,0.9,38.6,29.1,72.8,105,8.1,5.5,1.5,0.1,40.8,1990,6-4,Shooting Guard,Right,190.0
5373,NBA,kimblbo01,865000,1992-93,1993,1992,New York Knicks,0.9,38.6,29.1,72.8,105,8.1,5.5,1.5,0.1,40.8,1990,6-4,Shooting Guard,Right,190.0
5374,NBA,kimblbo01,1150000,1993-94,1994,1993,New York Knicks,0.9,38.6,29.1,72.8,105,8.1,5.5,1.5,0.1,40.8,1990,6-4,Shooting Guard,Right,190.0
5375,NBA,kimblbo01,1435000,1994-95,1995,1994,New York Knicks,0.9,38.6,29.1,72.8,105,8.1,5.5,1.5,0.1,40.8,1990,6-4,Shooting Guard,Right,190.0
5376,NBA,kingal01,275000,1984-85,1985,1984,New Jersey Nets,2.2,46.1,26.8,79.1,534,13.1,12.1,4.2,16.3,46.6,1981,6-6,Small Forward,Right,190.0
5377,NBA,kingal01,1035000,1985-86,1986,1985,New Jersey Nets,2.2,46.1,26.8,79.1,534,13.1,12.1,4.2,16.3,46.6,1981,6-6,Small Forward,Right,190.0
5378,NBA,kingal01,650000,1986-87,1987,1986,New Jersey Nets,2.2,46.1,26.8,79.1,534,13.1,12.1,4.2,16.3,46.6,1981,6-6,Small Forward,Right,190.0
5379,NBA,kingal01,370000,1987-88,1988,1987,Philadelphia 76ers,2.2,46.1,26.8,79.1,534,13.1,12.1,4.2,16.3,46.6,1981,6-6,Small Forward,Right,190.0
5380,NBA,kingal01,425000,1988-89,1989,1988,San Antonio Spurs,2.2,46.1,26.8,79.1,534,13.1,12.1,4.2,16.3,46.6,1981,6-6,Small Forward,Right,190.0
5381,NBA,kingbe01,874000,1984-85,1985,1984,New York Knicks,3.3,51.8,17.2,73.0,874,19.2,22.5,5.8,75.4,51.9,1977,6-7,Small Forward,Right,205.0
5382,NBA,kingbe01,874000,1985-86,1986,1985,New York Knicks,3.3,51.8,17.2,73.0,874,19.2,22.5,5.8,75.4,51.9,1977,6-7,Small Forward,Right,205.0
5383,NBA,kingbe01,874000,1986-87,1987,1986,New York Knicks,3.3,51.8,17.2,73.0,874,19.2,22.5,5.8,75.4,51.9,1977,6-7,Small Forward,Right,205.0
5384,NBA,kingbe01,1000000,1987-88,1988,1987,Washington Bullets,3.3,51.8,17.2,73.0,874,19.2,22.5,5.8,75.4,51.9,1977,6-7,Small Forward,Right,205.0
5385,NBA,kingbe01,1100000,1988-89,1989,1988,Washington Bullets,3.3,51.8,17.2,73.0,874,19.2,22.5,5.8,75.4,51.9,1977,6-7,Small Forward,Right,205.0
5386,NBA,kingbe01,1500000,1989-90,1990,1989,Washington Bullets,3.3,51.8,17.2,73.0,874,19.2,22.5,5.8,75.4,51.9,1977,6-7,Small Forward,Right,205.0
5387,NBA,kingbe01,1600000,1990-91,1991,1990,Washington Bullets,3.3,51.8,17.2,73.0,874,19.2,22.5,5.8,75.4,51.9,1977,6-7,Small Forward,Right,205.0
5388,NBA,kingbe01,2525000,1991-92,1992,1991,Washington Bullets,3.3,51.8,17.2,73.0,874,19.2,22.5,5.8,75.4,51.9,1977,6-7,Small Forward,Right,205.0
5389,NBA,kingbe01,2500000,1992-93,1993,1992,Washington Bullets,3.3,51.8,17.2,73.0,874,19.2,22.5,5.8,75.4,51.9,1977,6-7,Small Forward,Right,205.0
5390,NBA,kingch01,225000,1995-96,1996,1995,Vancouver Grizzlies,1.1,42.3,38.3,63.3,103,10.6,6.7,3.0,1.0,45.9,1992,6-8,Small Forward,Right,215.0
5391,NBA,kingfr01,200000,1995-96,1996,1995,Los Angeles Lakers,0.5,35.7,33.3,75.0,13,11.4,2.1,1.2,0.0,37.5,1995,6-1,Shooting Guard and Point Guard,Right,185.0
5392,NBA,kingji02,300000,1995-96,1996,1995,Toronto Raptors,1.4,42.9,14.7,69.1,64,10.0,4.5,1.8,0.0,43.9,1995,6-5,Shooting Guard,Right,210.0
5393,NBA,kingji02,330000,1996-97,1997,1996,Dallas Mavericks,1.4,42.9,14.7,69.1,64,10.0,4.5,1.8,0.0,43.9,1995,6-5,Shooting Guard,Right,210.0
5394,NBA,kingre01,500000,1984-85,1985,1984,Seattle SuperSonics,1.6,51.4,0.0,69.9,438,13.1,8.9,6.2,24.8,51.4,1979,6-6,Small Forward and Power Forward,Right,225.0
5395,NBA,kingre01,500000,1985-86,1986,1985,Seattle SuperSonics,1.6,51.4,0.0,69.9,438,13.1,8.9,6.2,24.8,51.4,1979,6-6,Small Forward and Power Forward,Right,225.0
5396,NBA,kingri01,600000,1991-92,1992,1991,Seattle SuperSonics,0.3,39.3,0.0,66.2,72,10.2,1.9,1.0,0.2,39.3,1991,7-2,Center,Right,260.0
5397,NBA,kingri01,600000,1992-93,1993,1992,Seattle SuperSonics,0.3,39.3,0.0,66.2,72,10.2,1.9,1.0,0.2,39.3,1991,7-2,Center,Right,260.0
5398,NBA,kingri01,700000,1993-94,1994,1993,Seattle SuperSonics,0.3,39.3,0.0,66.2,72,10.2,1.9,1.0,0.2,39.3,1991,7-2,Center,Right,260.0
5399,NBA,kingri01,800000,1994-95,1995,1994,Seattle SuperSonics,0.3,39.3,0.0,66.2,72,10.2,1.9,1.0,0.2,39.3,1991,7-2,Center,Right,260.0
5400,NBA,kingst01,1330000,1989-90,1990,1989,Chicago Bulls,0.9,47.8,23.5,70.7,438,11.9,6.4,3.3,10.9,47.9,1989,6-11,Power Forward and Center,Left,230.0
5401,NBA,kingst01,1000000,1990-91,1991,1990,Chicago Bulls,0.9,47.8,23.5,70.7,438,11.9,6.4,3.3,10.9,47.9,1989,6-11,Power Forward and Center,Left,230.0
5402,NBA,kingst01,1100000,1991-92,1992,1991,Chicago Bulls,0.9,47.8,23.5,70.7,438,11.9,6.4,3.3,10.9,47.9,1989,6-11,Power Forward and Center,Left,230.0
5403,NBA,kingst01,1400000,1992-93,1993,1992,Chicago Bulls,0.9,47.8,23.5,70.7,438,11.9,6.4,3.3,10.9,47.9,1989,6-11,Power Forward and Center,Left,230.0
5404,NBA,kingst01,1600000,1993-94,1994,1993,Chicago Bulls,0.9,47.8,23.5,70.7,438,11.9,6.4,3.3,10.9,47.9,1989,6-11,Power Forward and Center,Left,230.0
5405,NBA,kingst01,1900000,1994-95,1995,1994,Minnesota Timberwolves,0.9,47.8,23.5,70.7,438,11.9,6.4,3.3,10.9,47.9,1989,6-11,Power Forward and Center,Left,230.0
5406,NBA,kingst01,600000,1995-96,1996,1995,Miami Heat,0.9,47.8,23.5,70.7,438,11.9,6.4,3.3,10.9,47.9,1989,6-11,Power Forward and Center,Left,230.0
